"","LI_CD","LI_ENG_NM","LI_KOR_NM","x_coord","y_coord","num"
"11848","4729031026","Sang-am-ri","상암리",128.852045519286,35.9442637607752,1
"11849","4729031027","Gyejeon-ri","계전리",128.842211168183,35.9573832974815,1
"11850","4729031028","Donggang-ri","동강리",128.835202599364,35.9546251801176,1
"11851","4729031029","Baksa-ri","박사리",128.807761260534,35.9584471177428,1
"11852","4729031030","Daedong-ri","대동리",128.793629835254,35.9763108709077,0
"11853","4729031031","Daehan-ri","대한리",128.75893653515,35.9788390823712,0
"11854","4729031032","Sinhan-ri","신한리",128.792662155444,35.9590005945584,0
"11855","4729031033","Ganghak-ri","강학리",128.776343897539,35.9526380080093,0
"11856","4729031034","Eumyang-ri","음양리",128.755907377119,35.9573942397538,0
"11857","4729033021","Dongbu-ri","동부리",128.82590155798,35.8133632024511,2
"11858","4729033022","Seobu-ri","서부리",128.817683763694,35.8139857438237,2
"11859","4729033023","Buksa-ri","북사리",128.811958477837,35.8214269620536,3
"11860","4729033024","Gyochon-ri","교촌리",128.825869572069,35.8260277388607,2
"11861","4729033025","Eupcheon-ri","읍천리",128.836144964978,35.8304738568733,2
"11862","4729033026","Sindo-ri","신도리",128.830090059783,35.8199282806801,2
"11863","4729033027","Sin-gwan-ri","신관리",128.846798104071,35.8226249494603,2
"11864","4729033028","Urok-ri","울옥리",128.833028469686,35.8108750654242,2
"11865","4729033029","Okcheon-ri","옥천리",128.841631591934,35.8061427054996,2
"11866","4729033030","Wondang-ri","원당리",128.824818515154,35.8024516144439,2
"11867","4729033031","Gyenam-ri","계남리",128.811953276978,35.8052159971643,2
"11868","4729033032","Namchon-ri","남촌리",128.812964806968,35.829845608915,3
"11869","4729033033","Danbuk-ri","단북리",128.822332096663,35.8356460342602,2
"11870","4729033034","Gyerim-ri","계림리",128.810072845754,35.8398500956043,3
"11871","4729033035","Ireon-ri","일언리",128.809142329135,35.8449451938548,3
"11872","4729033036","Namsin-ri","남신리",128.797691080706,35.8373031123797,3
"11873","4729034021","Dangni-ri","당리리",128.875682753119,35.7957314520966,0
"11874","4729034022","Deokcheon-ri","덕천리",128.889377717057,35.802216128501,0
"11875","4729034023","Songnim-ri","송림리",128.918280782276,35.7985843486099,0
